978-2-246-85569-9;amour à trois (L');roman;Poivre d'Arvor;Olivier;;;Bernard Grasset;DL 2015;1 vol. (251 p.);21 cm;Adulte;77,1911698409335;https://images-na.ssl-images-amazon.com/images/I/31tvgQuwJaL._SX210_.jpg;C’est en Guyane, de Cayenne à Maripasoula – au pays des orpailleurs et des indiens Wayanas – que Léo entreprend de retrouver la trace de son ami d’adolescence, Frédéric.
978-2-246-85612-2;Je me suis tue;roman;Menegaux;Mathieu;;;Bernard Grasset;DL 2015;1 vol. (190 p.);21 cm;Adulte;23,352512500582;https://images.epagine.fr/090/9782757860090_1_75.jpg;Un dîner en ville. Au menu, nourriture bio, affaires et éducation des enfants. Claire s'ennuie et décide de rentrer seule à vélo. Elle ne le sait pas encore mais sa vie vient de basculer. Tour à tour victime puis criminelle, Claire échoue en prison et refuse obstinément de s'expliquer. À la veille de son jugement, elle se décide enfin à sortir de son mutisme...
978-2-246-85713-6;Profession du père;roman;Chalandon;Sorj;;;Bernard Grasset;DL 2015;1 vol. (315 p.);21 cm;Adulte;54,1127424235969;https://www.babelio.com/couv/bm_CVT_Profession-du-pere_1584.jpg;Mon père a été chanteur, footballeur, professeur de judo, parachutiste, espion, pasteur d’une Eglise pentecôtiste américaine et conseiller personnel du général de Gaulle jusqu’en 1958. Un jour, il m’a dit que le Général l’avait trahi. Son meilleur ami était devenu son pire ennemi. Alors mon père m’a annoncé qu’il allait tuer de Gaulle. Et il m’a demandé de l’aider. 
978-2-246-85813-3;Histoire de l'amour et de la haine;roman;Dantzig;Charles;;;Bernard Grasset;DL 2015;1 vol. (475 p.);21 cm;Adulte;51,5670036949698;https://www.grasset.fr/sites/default/files/images/livres/couv/9782246858133-T.jpg;Voici sept personnages avec qui nous vivons, des premières manifestations contre le « mariage pour tous » jusqu’aux dernières. Il y a Ferdinand, garçon de vingt ans blessé par la vulgarité de son père, le député Furnesse, vedette homophobe des médias et fier de l’être . Pierre, le grand écrivain n’écrivant plus . Ginevra, qu’il tente d’aimer . Armand et Aron, qui vivent en couple . Anne, si belle et victime de sa beauté . bien d’autres encore. Tous apportent leur voix à ce concert de l’esprit où le comique le dispute à la rage. 
978-2-260-01916-9;hiver des hommes (L');roman;Duroy;Lionel;;;Julliard;2012;1 vol. (358 p.);21 x 13 cm;Adulte;37,4472171953489;https://static.fnac-static.com/multimedia/Images/FR/NR/b7/8b/38/3705783/1540-1/tsp20210819071448/L-hiver-des-hommes.jpg;"Reclus dans la petite république ethniquement "" pure "" pour laquelle ils ont combattu leurs voisins croates et bosniaques, les Serbes de Bosnie sont pourtant aujourd'hui les gens les plus désespérés qui soient. Un voyage aux confins de l'Europe et une méditation sur la guerre et l'inaptitude au bonheur.Fasciné par le destin des enfants de criminels de guerre, Marc part à Belgrade en 2010 pour enquêter sur le suicide de la fille du général Mladic, accusé de crimes contre l'humanité par la justice internationale et pourtant..."
978-2-260-02096-7;anges meurent de nos blessures (Les);roman;Khadra;Yasmina;;;Julliard;2013;1 vol. (403 p.);23 x 14 cm;Adulte;44,765950807493;https://www.babelio.com/couv/CVT_Les-anges-meurent-de-nos-blessures_2675.jpeg;Il se faisait appeler Turambo, du nom du village misérable où il était né, dans l'Algérie des années 1920. Il avait pour lui sa candeur désarmante et un direct du gauche foudroyant. Il fréquenta le monde des Occidentaux, connut la gloire, l'argent et la fièvre des rings, pourtant aucun trophée ne faisait frémir son âme mieux que le regard d'une femme. De Nora à Louise, d'Aïda à Irène, il cherchait un sens à sa vie. Mais dans un monde où la cupidité et le prestige règnent en maîtres absolus, l'amour se met parfois en grand danger.
978-2-266-16966-0;maison de l'ancêtre (La);;Williams;Tad;;;Pocket;2007;444 p.;18 x 11 cm;Adulte;41,148124985527;https://www.babelio.com/couv/CVT_LArcane-des-epees-Tome-3--La-maison-de-lancetre_9251.jpeg;Sur le Trône du Dragon siège depuis cinq cents ans le Souverain des nations humaines . le Roi de l'Orage évincé n'est plus qu'un mort vivant qui attend sa revanche. Quelques humains réunis dans la Ligue du Parchemin clandestine, n'oublient pas la prophétie : celui qui rassemblera les Trois Épées (Peine, Minneyar, Épine) gagnera le pouvoir sur le monde.
978-2-266-17068-0;pierre de l'adieu (La);;Williams;Tad;;;Pocket;2006;442 p.;18 x 11 cm;Adulte;18,639231295521;https://www.babelio.com/couv/CVT_LArcane-des-epees-tome-4--La-Pierre-de-ladieu_60.jpeg;Sur le Trône du Dragon siège le Souverain des nations humaines. Le Roi de l'Orage évincé n'est plus qu'un mort vivant qui attend sa revanche. Quelques humains savent que celui qui réunira les Trois Épées régnera sur le monde . ils forment la Ligue du Parchemin clandestine. Elias, le nouveau Souverain, est sous l'emprise de son conseiller Pryrates, qui lui fait remettre Peine, l'épée grise. Aussitôt le royaume est frappé par la sécheresse et la peste. Josua, frère d'Elias, se réfugie sur ses terres . chassé par la magie du Roi de l'Orage, il se replie dans la forêt où Géloé, la femme-sage, lui conseille d'aller à la Pierre de l'Adieu, lieu sacré des Sithis.
978-2-266-17442-8;extraordinaires aventures de Tom Scatterhorn (Les);;Chancellor;Henry;;;Pocket Jeunesse;2011;1 vol. (400 p.);23 x 14 cm;Jeunesse;42,1514154734281;https://images-na.ssl-images-amazon.com/images/I/51vg5fvKjYL._SX308_BO1,204,203,200_.jpg;Tom Scatterhorn est envoyé chez son oncle Jos, directeur d'un musée de taxidermie, où des centaines d'animaux empaillés sont exposés. Mais Tom est loin d'imaginer les incroyables découvertes qui l'attendent.
978-2-266-18868-5;Balade pour un père oublié;;Teulé;Jean;;;Pocket;impr. 2009;1 vol. (158 p.);18 cm;Adulte;35,6678016654909;https://images-na.ssl-images-amazon.com/images/I/41NAAurGp7L._SX210_.jpg;C'est l'histoire d'un garçon surprenant, l'allure insolite. C'est l'histoire d'un garçon qui vit comme on rêve : sitôt disparu, on ne s'en souvient plus. Et puis, un jour, le voilà papa ! Enveloppant bébé dans un vieux journal, il quitte la maternité sans en aviser ni la mère ni personne. L'enfant sous le coude, il part en cavale à la rencontre des femmes de sa vie. Les femmes connues, les femmes aimées, les femmes croisées : Carla, l'anonyme du jardin des Tuileries, Denise, le professeur d'arts plastiques, Héloïse, la petite amoureuse... Toutes le racontent, l'une après l'autre, cruelles, tendres ou drôles. Mais nulle ne le reconnaît. Dans ce road-movie insolite, les femmes sont des ports, des gares: éternelles mais amnésiques. Il faudra tout le miracle et le paradoxe de la paternité pour qu'un enfant, enfin, reconnaisse son père...
978-2-278-06477-9;vaches de Noël (Les);;Le Touzé;Anne-Isabelle;;;Didier Jeunesse;2009;;26 x 24 cm;Jeunesse;40,635669325023;https://static.fnac-static.com/multimedia/FR/Images_Produits/FR/fnac.com/Visual_Principal_340/9/7/7/9782278064779/tsp20120920080911/Les-vaches-de-Noel.jpg;Un soir d'hiver, les vaches s'arrêtent médusées devant la maison du fermier. Là, au beau milieu du salon, un arbre avait poussé. Et quel arbre ! Couvert de lumières. Elles partent en pleine nuit chercher un sapin pour leur étable. Mais dans le noir du sous-bois, les vaches commencent à avoir peur, très peur. La suite du très apprécié À quoi rêvent les vaches ?.
978-2-283-02890-2;tournée d'adieux (La);roman;Paris;Thomas;;;Buchet-Chastel;DL 2015;1 vol. (189 p.);19 cm;Adulte;45,2702048768232;https://static.fnac-static.com/multimedia/Images/FR/NR/f4/d5/65/6673908/1540-1/tsp20150331160830/La-tournee-d-adieux.jpg;"Le jour de ses 28 ans, Alex comprend qu'il ne fera pas partie du mythique Club 27. Il a pourtant créé son groupe de rock, Assemblée nationale"", il compose et joue sur scène (bien que modestement) depuis des années. Mais il ne sera jamais Janis Joplin, Jim Morrison, Kurt Cobain ou Jimi Hendrix (tous morts à 27 ans)... Il ne connaîtra pas de destin flamboyant. Il est donc temps, pour lui, d'arrêter de rêver et de se confronter au réel. Il décide de dissoudre son groupe et de trouver une autre activité pour le restant de ses jours. C'est compter sans ses compagnons de musique. Et c'est compter sans son père! De Paris à San-Francisco, La Tournée d'adieux est un roman à l'humour léger. C'est aussi l'histoire d'un père et de son fils, des regrets que l'on collectionne tout au long de nos vies, et de l'envie irrésistible qui nous saisit, parfois, de prendre la tangente!"""
978-2-330-04818-1;I like Europe;paroles d'une génération de Porto à Riga;Gillet;Caroline;Fontaine;Amélie;Actes Sud junior;DL 2015;1 vol. (71 p.);23 cm;Jeunesse;38,2561030864396;https://www.actes-sud.fr/sites/default/files/couvertures/9782330048181.jpg;À partir d'une dizaine de témoignages de jeunes Européens diffusés sur France Inter en 2014, Caroline Gillet et Amélie Fontaine dressent un portrait illustré, vivant et émouvant, de l'Europe d'aujourd'hui, loin de l'image bureaucratique de l'Union européenne. Au-delà des problèmes de la vie quotidienne, ces témoins abordent des questions qui, du sud au nord de l'Europe, touchent la plupart d'entre nous : le féminisme, l'amour, la banlieue, la politique...
978-2-330-05318-5;source (La);roman;Garat;Anne-Marie;;;Actes Sud;DL 2015;1 vol. (378 p.);24 cm;Adulte;20,0470270998619;https://images-na.ssl-images-amazon.com/images/I/41nn3vctfbL._SX210_.jpg;Venue au Mauduit, petit village de Franche-Comté, au motif officiel d'obtenir de la mairie l'autorisation, pour ses étudiants en sociologie, de consulter les archives communales de cette si banale petite bourgade française, la narratrice, hantée par la sombre énigme de son propre passé familial, ignore qu'elle va y faire une rencontre décisive en la personne de Lottie, solide et intimidante nonagénaire, désormais seule occupante de la vaste demeure des Ardenne, construction aussi baroque qu'extravagante édifiée sur des terres de mauvaise assise dans un méandre de la rivière qui coule en contrebas du bourg.
978-2-330-05334-5;Crash-test;roman;Claro;;;;Actes Sud;DL 2015;1 vol. (228 p.);22 cm;Adulte;59,5246615136907;https://images-na.ssl-images-amazon.com/images/I/41RiDyHPM3L._SX210_.jpg;Un employé affecté aux ?crash-tests? chez un constructeur automobile, une strip-teaseuse se jouant de ses voyeurs mâles, un adolescent qui échappe à la cellule familiale en découvrant l'auto-érotisme dans des BD pour adultes : trois personnages en quête d'un point de rupture, d'une forme d'accident, et qui tous dansent sur le fil du rasoir au centre du sanctuaire que Claro édifie ici à Eros et Thanatos.
